site,date,dayl,srad,tmax,tmin,temp,prcp,swe,vp
HARV,2003-11-29,32852.15,126.85,8.35,-1.2,7.75,3.38,0,559.46
HARV,2003-11-30,32772.67,95.4,3.6,-1.16,3.02,0,0,561.24
HARV,2003-12-01,32696.54,183.07,5.98,-4.15,3.905,0.89,0,449.26
HARV,2003-12-02,32623.8,141.81,-2.55,-9.69,-7.395,0,0,293.1
HARV,2003-12-03,32554.52,202.08,-4.17,-15.61,-11.975,0,0,181.31
HARV,2003-12-04,32488.73,227.16,-0.42,-15.66,-8.25,0,0,180.5
HARV,2003-12-05,32426.49,181.88,-2.78,-17.06,-11.31,6.66,6.66,160.52
HARV,2003-12-06,32367.85,114.82,-5.36,-12.47,-11.595,18.37,25.02,234.66
HARV,2003-12-07,32312.84,51.58,-4.91,-7.8,-8.81,7.03,32.05,339.88
HARV,2003-12-08,32261.5,194.46,-0.88,-10.41,-6.085,0,32.05,276.69
HARV,2003-12-09,32213.88,269.05,0.93,-18.59,-8.365,0,32.05,141.03
HARV,2003-12-10,32170.02,264.22,4.41,-14.58,-2.88,0,32.05,197.46
HARV,2003-12-11,32129.94,155.89,9.32,-2.35,8.145,14.72,30.52,514.08
HARV,2003-12-12,32093.67,135.19,0.96,-5.44,-1.7600000000000002,0,30.28,407.37
HARV,2003-12-13,32061.25,134.35,-3.41,-9.64,-8.23,0,30.28,294.21
HARV,2003-12-14,32032.7,176.92,-1.69,-15.09,-9.235,30.04,60.32,189.32
HARV,2003-12-15,32008.04,122.88,-1.55,-9.37,-6.234999999999999,13.09,73.41,300.38
HARV,2003-12-16,31987.29,256.35,3.97,-12.36,-2.2099999999999995,0,73.41,236.79
HARV,2003-12-17,31970.47,206.93,10.32,-10.18,5.23,54.9,128.31,281.96
HARV,2003-12-18,31957.59,116.24,-0.1,-5.36,-2.78,0,128.04,409.87
HARV,2003-12-19,31948.66,202.41,0.74,-9.14,-3.83,0,128.04,306.09
HARV,2003-12-20,31943.69,173.94,-0.44,-8.51,-4.695,0,128.04,321.37
HARV,2003-12-21,31942.68,210.06,-2.42,-12.57,-8.705,0,128.04,232.79
HARV,2003-12-22,31945.63,253.33,4.49,-9.9,-0.46,0,128.04,288.25
HARV,2003-12-23,31952.55,259.45,9.67,-6.08,6.63,0,128.04,387.83
HARV,2003-12-24,31963.42,172.14,12.26,-0.4,12.06,19.96,125.69,593.35
HARV,2003-12-25,31978.24,115.65,6.17,1.01,6.675,0,122.74,656.81
HARV,2003-12-26,31996.99,82.68,0.96,-2.47,-0.27500000000000013,0,121.26,509.49
HARV,2003-12-27,32019.66,208.91,6.11,-3.8,4.210000000000001,0,120.34,461.18
HARV,2003-12-28,32046.24,269.36,9.06,-7.35,5.385000000000001,0,120.34,351.88
HARV,2003-12-29,32076.69,266.45,9.74,-6.33,6.575,0,120.34,380.54
HARV,2003-12-30,32111.01,219.59,6.04,-4.84,3.62,1.74,119.85,426.55
HARV,2003-12-31,32149.15,166.06,5,-2.47,3.765,0,118.36,509.45
HARV,2004-01-01,32191.29,141.04,2.98,-2.74,1.61,0,50.9,499.39
HARV,2004-01-02,32237.02,106.01,0.82,-4.87,-1.6150000000000002,3.65,50.42,425.57
HARV,2004-01-03,32286.48,109.2,4.1,-1.83,3.1849999999999996,3.82,48.67,534.03
HARV,2004-01-04,32339.64,142.78,7.29,-1,6.79,5.64,46.57,567.78
HARV,2004-01-05,32396.46,31.28,-1.8,-3.01,-3.3049999999999997,5.54,45.31,489.42
HARV,2004-01-06,32456.89,124.93,-2.27,-8.91,-6.725,2.14,47.45,311.52
HARV,2004-01-07,32520.89,150.96,-9.02,-14.79,-16.415,0,47.45,194.06
HARV,2004-01-08,32588.42,180.32,-10.26,-17.31,-18.915,0,47.45,157.24
HARV,2004-01-09,32659.42,203.07,-15.69,-23.77,-27.575,0,47.45,89.58
HARV,2004-01-10,32733.85,229.55,-14.1,-23.69,-25.945,0,47.45,90.23
HARV,2004-01-11,32811.65,214.32,-7.39,-23.75,-19.265,2.43,49.88,89.71
HARV,2004-01-12,32892.76,275.39,-2.16,-15.91,-10.115,1.49,51.37,176.81
HARV,2004-01-13,32977.15,283.32,1.08,-13.85,-5.845,0.69,52.06,209.68
HARV,2004-01-14,33064.74,207.57,-17.81,-25.69,-30.655,0.93,52.99,75.32
HARV,2004-01-15,33155.47,237.35,-16.95,-26.38,-30.14,0,52.99,70.72
HARV,2004-01-16,33249.3,288.12,-12.42,-26.34,-25.59,0,52.99,70.96
HARV,2004-01-17,33346.16,307.54,-1.37,-19.83,-11.285,0,52.99,126.78
HARV,2004-01-18,33445.99,234.11,-1.38,-10.55,-6.655,0,52.99,273.73
HARV,2004-01-19,33548.73,167.95,-5.42,-11.3,-11.07,0,52.99,257.68
HARV,2004-01-20,33654.31,215.37,-5.59,-13.44,-12.31,0,52.99,216.79
HARV,2004-01-21,33762.67,300.18,-2.93,-17.06,-11.46,0,52.99,160.56
HARV,2004-01-22,33873.76,320.1,-0.2,-18.36,-9.38,0,52.99,143.8
HARV,2004-01-23,33987.49,212.45,-9.93,-17.32,-18.59,0,52.99,157.11
HARV,2004-01-24,34103.82,263.12,-11.61,-21.47,-22.345,0,52.99,109.84
HARV,2004-01-25,34222.68,293.76,-11.3,-23.24,-22.92,0,52.99,93.94
HARV,2004-01-26,34344,303.91,-9.21,-21.88,-20.15,0,52.99,106
HARV,2004-01-27,34467.72,224.54,-6.42,-18.59,-15.715,3.4,56.4,140.95
HARV,2004-01-28,34593.78,165.35,-4.73,-12.07,-10.765,6.64,63.03,242.38
HARV,2004-01-29,34722.11,215.2,-6.28,-13.24,-12.9,0,63.03,220.44
HARV,2004-01-30,34852.65,198.51,-7.7,-13.92,-14.66,0,63.03,208.42
HARV,2004-01-31,34985.33,215.28,-6.74,-13.55,-13.515,0,63.03,214.85
HARV,2004-02-01,35120.1,322.83,-2.64,-15.58,-10.43,0,63.03,181.72
HARV,2004-02-02,35256.89,358.53,1.82,-17.17,-6.765000000000001,0,63.03,159.13
HARV,2004-02-03,35395.64,263.45,0.34,-16.09,-7.705,16.15,79.18,174.18
HARV,2004-02-04,35536.29,312.53,2.05,-10.22,-3.0600000000000005,0,79.18,281.03
HARV,2004-02-05,35678.78,235.28,-1.17,-9.14,-5.74,0,79.18,305.93
HARV,2004-02-06,35823.05,176.03,-0.3,-8.13,-4.365,17.08,96.26,331.22
HARV,2004-02-07,35969.04,193.48,1.56,-7.15,-2.015,8.28,104.54,357.21
HARV,2004-02-08,36116.7,236.18,-6.31,-13.83,-13.225,0,104.54,210.03
HARV,2004-02-09,36265.97,378.61,3.43,-13.42,-3.28,0,104.54,217.19
HARV,2004-02-10,36416.79,345.47,4.66,-8.47,0.4249999999999998,0,104.54,322.4
HARV,2004-02-11,36569.11,251.82,-0.27,-8.14,-4.34,0,104.54,330.88
HARV,2004-02-12,36722.87,389.41,0.37,-15.78,-7.52,0,104.54,178.79
HARV,2004-02-13,36878.03,368.43,2.39,-11.58,-3.4,0,104.54,251.99
HARV,2004-02-14,37034.53,221.88,1.51,-5.16,-1.07,0,104.19,416.24
HARV,2004-02-15,37192.31,321.73,-5.66,-15.87,-13.595,0,104.19,177.4
HARV,2004-02-16,37351.33,430.96,-3.87,-24.51,-16.125,0,104.19,83.82
HARV,2004-02-17,37511.54,426.89,-2.62,-21.66,-13.45,0,104.19,108.04
HARV,2004-02-18,37672.9,425.4,1.14,-17.72,-7.72,0,104.19,151.88
HARV,2004-02-19,37835.35,365.47,0.61,-12.24,-5.51,0,104.19,238.91
HARV,2004-02-20,37998.85,383.73,2.62,-11.28,-3.0199999999999996,0,104.19,258.28
HARV,2004-02-21,38163.35,235.79,1.87,-4.98,-0.6200000000000001,0.94,103.76,421.78
HARV,2004-02-22,38328.81,204.1,2.77,-3.02,1.26,0,102.51,488.94
HARV,2004-02-23,38495.19,342.39,4.18,-6.51,0.9249999999999998,0,102.51,375.38
HARV,2004-02-24,38662.45,338.38,0.55,-9.64,-4.2700000000000005,0,102.51,294.19
HARV,2004-02-25,38830.54,405.93,2.03,-11.61,-3.775,0,102.51,251.42
HARV,2004-02-26,38999.42,438.33,3.66,-12.5,-2.59,0,102.51,233.98
HARV,2004-02-27,39169.06,448.25,5.48,-11.85,-0.4449999999999994,0,102.51,246.56
HARV,2004-02-28,39339.42,438.65,9.31,-7.33,5.6450000000000005,0,102.51,352.41
HARV,2004-02-29,39510.45,431.16,10.16,-5.89,7.215,0,102.46,393.63
HARV,2004-03-01,39682.13,435.17,12.84,-3.85,10.915,0,101.56,459.44
HARV,2004-03-02,39854.41,427.7,13.48,-2.51,12.225,0,100.09,507.98
HARV,2004-03-03,40027.26,343.23,8.68,-1.98,7.69,0,98.4,528.29
HARV,2004-03-04,40200.65,297.42,6.58,-2.01,5.575,0,96.73,526.88
HARV,2004-03-05,40374.55,261.63,8.03,-2.42,6.819999999999999,2.28,95.22,511.22
HARV,2004-03-06,40548.91,379.27,11.59,-0.27,11.455,2,92.82,598.76
HARV,2004-03-07,40723.71,275.5,5.82,-1.86,4.890000000000001,0,91.08,532.91
HARV,2004-03-08,40898.91,101.95,0.52,-2.89,-0.925,3.97,89.77,493.64
HARV,2004-03-09,41074.49,233.06,1,-5.09,-1.545,1.47,89.39,418.5
HARV,2004-03-10,41250.42,359.29,4.28,-5.6,1.4800000000000004,0,89.22,402.45
HARV,2004-03-11,41426.65,445.87,9.16,-4.72,6.800000000000001,0,88.69,430.16
HARV,2004-03-12,41603.17,267.61,5.26,-4.48,3.0199999999999996,2.23,88.05,438.17
HARV,2004-03-13,41779.94,320.98,2.14,-6.03,-0.875,0,88.05,389.36
HARV,2004-03-14,41956.94,354.51,5.44,-9.06,0.91,2.42,90.47,307.89
HARV,2004-03-15,42134.13,351.59,6.63,-2.53,5.365,0,89.01,507.02
HARV,2004-03-16,42311.49,216.82,0.07,-6.87,-3.365,14.96,103.97,365.12
HARV,2004-03-17,42488.98,170.78,-3.75,-8.78,-8.14,5.45,109.42,314.81
HARV,2004-03-18,42666.59,340.97,-1.23,-8.84,-5.65,0,109.42,313.31
HARV,2004-03-19,42844.28,412.83,0.28,-9.14,-4.29,0,109.42,305.88
HARV,2004-03-20,43022.03,411.61,4.71,-11.99,-1.285,4.71,114.13,243.95
HARV,2004-03-21,43199.81,465.9,4.91,-6.33,1.745,0,114.13,380.69
HARV,2004-03-22,43377.58,337.81,-3.28,-10.34,-8.45,0,114.13,278.22
HARV,2004-03-23,43555.33,528.04,1.18,-12.86,-5.25,0,114.13,227.23
HARV,2004-03-24,43733.02,583.7,10.81,-9.4,6.11,0,114.13,269.1
HARV,2004-03-25,43910.63,433.73,9.67,-0.7,9.32,0,111.91,575.36
HARV,2004-03-26,44088.13,422.91,20.7,1.31,21.355,7.77,108.84,619.04
HARV,2004-03-27,44265.48,344.49,16.51,4.73,18.875,7.58,104.33,855.75
HARV,2004-03-28,44442.68,384.55,9,0.47,9.235,0,101.61,632.05
HARV,2004-03-29,44619.67,505.02,9.79,-2.7,8.44,0,100.23,478.96
HARV,2004-03-30,44796.44,495.74,6.97,-4.73,4.6049999999999995,0,99.69,426.27
HARV,2004-03-31,44972.96,215.39,3.29,-2.27,2.155,28.81,98.13,516.93
HARV,2004-04-01,45149.2,241.54,4.86,-1.29,4.215,35.84,96.15,555.67
HARV,2004-04-02,45325.12,172.82,2.82,-1.32,2.1599999999999997,16.75,94.18,554.55
HARV,2004-04-03,45500.7,274.43,5.11,0.14,5.180000000000001,0,91.6,617.05
HARV,2004-04-04,45675.91,280.76,5.84,-1.14,5.27,7.82,89.56,561.75
HARV,2004-04-05,45850.71,435.48,3.63,-4.6,1.33,0,88.98,434.11
HARV,2004-04-06,46025.07,580.03,8.18,-6.08,5.14,0,88.98,388.03
HARV,2004-04-07,46198.97,607.52,11.08,-6.29,7.935,0,88.98,381.68
HARV,2004-04-08,46372.36,585.3,12.16,-3.43,10.445,0,87.9,474.17
HARV,2004-04-09,46545.21,572.07,12.46,-2.28,11.32,0,86.34,516.38
HARV,2004-04-10,46717.5,565.15,11.14,-2.93,9.675,0,85.05,492.12
HARV,2004-04-11,46889.17,538.39,11.14,-1.59,10.345,0,83.2,543.44
HARV,2004-04-12,47060.21,407.37,11.31,-1.81,10.405,10.44,81.44,534.94
HARV,2004-04-13,47230.57,327.56,10.21,1.11,10.765,35.32,78.45,661.92
HARV,2004-04-14,47400.21,359.32,13.78,3.18,15.37,13.18,74.6,767.06
HARV,2004-04-15,47569.09,380.91,11.82,0.24,11.94,4.85,71.98,621.27
HARV,2004-04-16,47737.19,586.68,14.82,-1.28,14.18,0,69.99,556.24
HARV,2004-04-17,47904.44,633.2,23.31,-1.25,22.685,0,68,556.06
HARV,2004-04-18,48070.83,563.25,20.61,4.44,22.83,0,63.61,838.51
HARV,2004-04-19,48236.29,604.35,26.92,5.38,29.610000000000003,0,58.83,880.69
HARV,2004-04-20,48400.8,453.16,15.88,4.97,18.365,0,54.22,870.34
HARV,2004-04-21,48564.3,547.22,14.86,0.02,14.87,0,51.69,611.77
HARV,2004-04-22,48726.75,456.15,24.05,2.4,25.25,7.48,48.17,725.96
HARV,2004-04-23,48888.11,201.84,9.91,4.13,11.975,12.28,43.91,820.31
HARV,2004-04-24,49048.32,527.31,15.78,1.95,16.755,0,40.57,702.76
HARV,2004-04-25,49207.34,428.7,13.88,-2,12.88,12.25,38.89,527.4
HARV,2004-04-26,49365.13,340.17,11.58,0.98,12.07,19.54,35.96,655.66
HARV,2004-04-27,49521.63,518.84,16.91,3.39,18.605,0,32.02,778.48
HARV,2004-04-28,49676.79,440.1,11.51,1.3,12.16,0,28.96,670.69
HARV,2004-04-29,49830.55,625.22,24.31,0.59,24.605,0,26.19,637.48
HARV,2004-04-30,49982.88,560.04,25.12,7.36,28.8,0,20.58,1026.19
HARV,2004-05-01,50133.7,537.87,25.12,8.35,29.295,0,14.55,1098.33
HARV,2004-05-02,50282.97,231.73,19.75,11.89,25.695,6.24,7.04,1391.78
HARV,2004-05-03,50430.64,189.33,15.92,9.72,20.78,21.18,0.43,1204.89
HARV,2004-05-04,50576.63,344.71,10.91,1.4,11.61,0,0,675.62
HARV,2004-05-05,50720.91,494.09,15.22,-1.29,14.575,0,0,555.57
HARV,2004-05-06,50863.4,502.44,20.16,2.4,21.36,0,0,725.78
HARV,2004-05-07,51004.06,506.44,23.92,5.21,26.525,0,0,884.98
HARV,2004-05-08,51142.81,462.85,14.81,0.16,14.89,0,0,617.93
HARV,2004-05-09,51279.61,273.51,15.5,5,18,7.78,0,872.05
HARV,2004-05-10,51414.38,494.45,21.63,4.47,23.865,0,0,840.24
HARV,2004-05-11,51547.07,486.32,27.03,9.31,31.685,0,0,1171.44
HARV,2004-05-12,51677.61,494.26,29.04,10.16,34.12,0,0,1240.16
HARV,2004-05-13,51805.94,383.08,22.48,10.46,27.71,0,0,1265.72
HARV,2004-05-14,51932,513.56,26.38,6.37,29.565,0,0,958.6
HARV,2004-05-15,52055.73,343.55,29.22,12.29,35.364999999999995,10.22,0,1428.37
HARV,2004-05-16,52177.06,253.98,20.41,12.89,26.855,0,0,1486.57
HARV,2004-05-17,52295.92,437.64,23.97,9.62,28.78,0,0,1196.32
HARV,2004-05-18,52412.25,291.29,22.12,10.2,27.22,10.01,0,1243.76
HARV,2004-05-19,52526,361.69,20.23,9.73,25.095,0,0,1205.49
HARV,2004-05-20,52637.09,502.11,22.49,5.07,25.025,1.76,0,876.07
HARV,2004-05-21,52745.46,373.34,24.74,7.12,28.299999999999997,3.9,0,1009.47
HARV,2004-05-22,52851.05,161.49,12.75,7.17,16.335,4.94,0,1013.46
HARV,2004-05-23,52953.79,401.96,25.85,4.96,28.33,3.86,0,869.68
HARV,2004-05-24,53053.62,214.76,17.13,9.24,21.75,14.82,0,1166.58
HARV,2004-05-25,53150.49,235.56,14.82,6.36,18,7.48,0,958.42
HARV,2004-05-26,53244.32,219.29,12.18,4.53,14.445,14.82,0,844
HARV,2004-05-27,53335.07,377.28,22.83,5.79,25.725,4.65,0,921.24
HARV,2004-05-28,53422.67,237.27,17.16,8.54,21.43,4.46,0,1112.63
HARV,2004-05-29,53507.05,402.12,15.92,4.87,18.355,0,0,864.1
HARV,2004-05-30,53588.18,538.18,19.84,1.27,20.475,0,0,669.43
HARV,2004-05-31,53665.99,377.17,17.73,1.97,18.715,7.47,0,703.75
HARV,2004-06-01,53740.42,191.57,10.99,4.62,13.3,4.54,0,849.17
HARV,2004-06-02,53811.43,331.66,21.34,8.09,25.385,3.45,0,1079
HARV,2004-06-03,53878.96,311.35,20.2,8.14,24.27,4.06,0,1082.23
HARV,2004-06-04,53942.97,508.3,21.47,4.67,23.805,0,0,852.28
HARV,2004-06-05,54003.41,483.41,19.93,4.91,22.385,0,0,866.57
HARV,2004-06-06,54060.24,363.84,16.27,6.61,19.575,0,0,974.66
HARV,2004-06-07,54113.41,512.44,25.64,8.09,29.685,0,0,1079.07
HARV,2004-06-08,54162.88,490.5,29.81,12.56,36.09,0,0,1454.83
HARV,2004-06-09,54208.62,329.61,30.28,15.83,38.195,14.72,0,1797.66
HARV,2004-06-10,54250.59,248.71,19.3,10.48,24.54,8.82,0,1267.39
HARV,2004-06-11,54288.76,484.89,20.05,5.44,22.77,0,0,899.05
HARV,2004-06-12,54323.09,547.63,21.45,2.04,22.47,0,0,707.3
HARV,2004-06-13,54353.57,525.91,22.98,5.18,25.57,0,0,883.23
HARV,2004-06-14,54380.18,329.01,22.31,9.54,27.08,3.35,0,1189.84
HARV,2004-06-15,54402.87,427.7,28.42,15.07,35.955,0,0,1712.4
HARV,2004-06-16,54421.65,440.85,27.93,14.09,34.975,0,0,1607.11
HARV,2004-06-17,54436.5,276.2,25.62,15.02,33.13,5.67,0,1706.19
HARV,2004-06-18,54447.39,244.24,23.21,14.28,30.35,7.35,0,1626.55
HARV,2004-06-19,54454.33,392.79,23.9,12.84,30.32,0,0,1480.93
HARV,2004-06-20,54457.32,450.5,20.34,7.56,24.12,0,0,1040.45
HARV,2004-06-21,54456.33,516.07,23.29,6.2,26.39,0,0,947.94
HARV,2004-06-22,54451.39,406.5,20.52,9.39,25.215,1.42,0,1178.11
HARV,2004-06-23,54442.49,464.83,25.33,10.96,30.81,0,0,1308.23
HARV,2004-06-24,54429.63,512.57,27.14,9.25,31.765,0,0,1166.66
HARV,2004-06-25,54412.84,289.93,22.8,11.68,28.64,2.89,0,1372.5
HARV,2004-06-26,54392.11,244.77,20.36,11.61,26.165,6.59,0,1365.73
HARV,2004-06-27,54367.48,470.46,21.38,7,24.88,0,0,1001.64
HARV,2004-06-28,54338.95,344.98,21.88,7.84,25.799999999999997,7.59,0,1060.65
HARV,2004-06-29,54306.56,426.38,22.98,10.46,28.21,0,0,1265.42
HARV,2004-06-30,54270.31,442.47,24.74,11.35,30.415,0,0,1342.81
HARV,2004-07-01,54230.26,377.04,27.88,10.22,32.99,13.19,0,1245.4
HARV,2004-07-02,54186.42,424.53,26.57,13.38,33.26,0,0,1534.96
HARV,2004-07-03,54138.82,482.46,26.52,10.34,31.69,0,0,1255.49
HARV,2004-07-04,54087.51,514.49,28.17,9.39,32.865,0,0,1177.84
HARV,2004-07-05,54032.53,194.85,21.47,14.38,28.66,4.33,0,1637.81
HARV,2004-07-06,53973.91,429.8,25.27,11.98,31.26,0,0,1400.08
HARV,2004-07-07,53911.69,397.61,28.19,8,32.19,3.73,0,1072.23
HARV,2004-07-08,53845.93,265.73,23.66,13.51,30.415,29.16,0,1547.46
HARV,2004-07-09,53776.67,324.35,23.21,14.17,30.295,0,0,1615.69
HARV,2004-07-10,53703.95,364.85,26.21,9.86,31.14,2.76,0,1215.95
HARV,2004-07-11,53627.84,440.06,25.05,11.37,30.735,0,0,1344.51
HARV,2004-07-12,53548.38,397.06,23.49,11.97,29.475,0,0,1399.18
HARV,2004-07-13,53465.63,146.54,17.2,13.65,24.025,1.71,0,1561.84
HARV,2004-07-14,53379.65,264.67,20.3,13.55,27.075000000000003,1.58,0,1551.52
HARV,2004-07-15,53290.48,354.93,24.51,14.85,31.935,1.3,0,1687.66
HARV,2004-07-16,53198.2,399.09,23.96,12.9,30.41,0,0,1487.49
HARV,2004-07-17,53102.85,463.82,27.78,13.2,34.38,0,0,1516.45
HARV,2004-07-18,53004.51,333.11,26.57,13.02,33.08,5.78,0,1498.63
HARV,2004-07-19,52903.23,157.71,22.61,17.18,31.2,14.47,0,1958.61
HARV,2004-07-20,52799.07,373.45,27.47,16.8,35.87,0,0,1912.6
HARV,2004-07-21,52692.09,478.65,29.27,13.55,36.045,0,0,1551.75
HARV,2004-07-22,52582.36,462.44,29.35,14.4,36.55,0,0,1640.08
HARV,2004-07-23,52469.95,259.54,27.17,17.47,35.905,7.64,0,1995.21
HARV,2004-07-24,52354.92,327.05,22.41,13.99,29.405,0,0,1596.68
HARV,2004-07-25,52237.32,449.49,23.2,10.29,28.345,0,0,1251.55
HARV,2004-07-26,52117.23,427.24,24.52,12.27,30.655,0,0,1427.13
HARV,2004-07-27,51994.7,219.54,20.19,12.89,26.635,16.98,0,1486.52
HARV,2004-07-28,51869.81,282,19.88,10.23,24.994999999999997,2.46,0,1246.37
HARV,2004-07-29,51742.62,476.72,26.87,11.95,32.845,0,0,1397.32
HARV,2004-07-30,51613.18,491.66,27.52,11.38,33.21,0,0,1345.31
HARV,2004-07-31,51481.57,299.58,28.34,16.79,36.735,3.8,0,1911.03
HARV,2004-08-01,51347.84,264.04,27.43,17.78,36.32,5.34,0,2033.94
HARV,2004-08-02,51212.06,422.41,28.23,15.9,36.18,0,0,1805.69
HARV,2004-08-03,51074.28,356.42,29.35,14.04,36.370000000000005,2.43,0,1602.29
HARV,2004-08-04,50934.58,334.67,27.51,14.02,34.52,11.11,0,1599.94
HARV,2004-08-05,50793.01,305.91,23.18,12.07,29.215,9.17,0,1407.91
HARV,2004-08-06,50649.62,436.26,19.89,8.25,24.015,0,0,1090.86
HARV,2004-08-07,50504.49,493.75,20.89,6.04,23.91,0,0,937.51
HARV,2004-08-08,50357.66,469.15,20.63,7.03,24.145,0,0,1003.26
HARV,2004-08-09,50209.19,495.62,25.22,9.08,29.76,0,0,1153.5
HARV,2004-08-10,50059.14,500.32,26.55,9.5,31.3,0,0,1186.97
HARV,2004-08-11,49907.57,315.22,25.29,13.02,31.799999999999997,6.9,0,1498.88
HARV,2004-08-12,49754.52,243.39,25.88,16.89,34.325,5.41,0,1923.37
HARV,2004-08-13,49600.06,224.15,25.48,17.28,34.120000000000005,4.66,0,1970.77
HARV,2004-08-14,49444.23,277.57,24.5,14.01,31.505,9.28,0,1598.7
HARV,2004-08-15,49287.09,150.93,18.64,13.65,25.465,4.62,0,1561.49
HARV,2004-08-16,49128.68,138.11,16.87,12.49,23.115,7.24,0,1447.51
HARV,2004-08-17,48969.06,381.22,23.96,13.5,30.71,0,0,1546.52
HARV,2004-08-18,48808.27,393.73,24.77,13.53,31.535,0,0,1549.31
HARV,2004-08-19,48646.37,295.89,25.59,14.09,32.635,5.93,0,1607.25
HARV,2004-08-20,48483.39,251.65,27.53,18.06,36.56,40.2,0,2070.95
HARV,2004-08-21,48319.39,256.36,21.73,12.8,28.130000000000003,30.28,0,1477.61
HARV,2004-08-22,48154.4,464.33,22.33,7.93,26.295,0,0,1067.41
HARV,2004-08-23,47988.47,476.32,25.21,9.03,29.725,0,0,1149.43
HARV,2004-08-24,47821.65,429.86,22.6,9.65,27.425,0,0,1199.04
HARV,2004-08-25,47653.98,455.41,23.72,8.99,28.215,0,0,1146.55
HARV,2004-08-26,47485.49,471.03,24.24,7.89,28.185,0,0,1064.16
HARV,2004-08-27,47316.22,420.35,26.25,12.46,32.480000000000004,0,0,1445.35
HARV,2004-08-28,47146.22,355.08,29.73,18.38,38.92,0,0,2112.26
HARV,2004-08-29,46975.52,327.66,29.26,19.14,38.83,0,0,2215.34
HARV,2004-08-30,46804.16,315.24,28.62,19.04,38.14,0,0,2201.66
HARV,2004-08-31,46632.18,272.88,24.53,16.82,32.94,1.56,0,1914.14
HARV,2004-09-01,46459.61,388.43,23.54,11.71,29.395,0,0,1374.82
HARV,2004-09-02,46286.49,424.62,22.14,8.67,26.475,0,0,1121.83
HARV,2004-09-03,46112.84,460.94,25.26,8.41,29.465000000000003,0,0,1102.54
HARV,2004-09-04,45938.71,434.76,26.32,10.94,31.79,0,0,1306.39
HARV,2004-09-05,45764.13,208.46,17.02,11.5,22.77,0,0,1356.53
HARV,2004-09-06,45589.12,424.88,21.94,7.97,25.925,0,0,1069.9
HARV,2004-09-07,45413.72,432.78,25.59,10.18,30.68,0,0,1242.17
HARV,2004-09-08,45237.97,182.5,20.91,14.2,28.01,39.26,0,1619.08
HARV,2004-09-09,45061.89,204.96,23.72,15.99,31.715,17.8,0,1816.16
HARV,2004-09-10,44885.51,333.78,22.35,12.72,28.71,0,0,1469.37
HARV,2004-09-11,44708.86,420.84,22.61,8.47,26.845,0,0,1107.24
HARV,2004-09-12,44531.98,433.81,23.16,7.55,26.935,0,0,1039.54
HARV,2004-09-13,44354.88,394.4,22.94,9.76,27.82,0,0,1207.59
HARV,2004-09-14,44177.6,380.89,20.27,7.84,24.19,0,0,1060.92
HARV,2004-09-15,44000.17,349.11,20.87,9.61,25.675,0,0,1195.56
HARV,2004-09-16,43822.61,348.15,22.81,11.23,28.424999999999997,0,0,1332.21
HARV,2004-09-17,43644.96,190.48,23.38,15.41,31.085,61.56,0,1749.86
HARV,2004-09-18,43467.24,141.27,16.05,10.68,21.39,49.45,0,1284.49
HARV,2004-09-19,43289.47,325.45,14.78,4.86,17.21,0,0,863.35
HARV,2004-09-20,43111.69,413.63,19.02,3.49,20.765,0,0,784.41
HARV,2004-09-21,42933.93,400.32,21.44,6.3,24.59,0,0,954.48
HARV,2004-09-22,42756.21,383.64,24.87,10.15,29.945,0,0,1239.74
HARV,2004-09-23,42578.55,388.13,24.66,9.36,29.34,0,0,1175.91
HARV,2004-09-24,42401,408.82,22.57,5.61,25.375,0,0,909.48
HARV,2004-09-25,42223.56,377.22,23.16,8.52,27.42,0,0,1110.56
HARV,2004-09-26,42046.28,356.05,22.87,9.5,27.62,0,0,1187.18
HARV,2004-09-27,41869.19,387.9,22.5,6.55,25.775,0,0,970.59
HARV,2004-09-28,41692.3,185.2,17.08,9,21.58,42.93,0,1147.52
HARV,2004-09-29,41515.65,168.16,14.89,7.72,18.75,15.15,0,1052.01
HARV,2004-09-30,41339.27,283.3,18.91,3.41,20.615,6.42,0,779.67
HARV,2004-10-01,41163.18,370.87,20.29,4.9,22.74,0,0,866.03
HARV,2004-10-02,40987.43,223.75,17.39,6.61,20.695,4.5,0,975.23
HARV,2004-10-03,40812.03,317.97,17.36,5.64,20.18,0,0,911.72
HARV,2004-10-04,40637.02,365.49,18.16,3.03,19.675,0,0,759.01
HARV,2004-10-05,40462.43,299.6,11.49,0.74,11.86,0,0,644.53
HARV,2004-10-06,40288.3,390.04,15.18,-3.1,13.63,0,0,486.04
HARV,2004-10-07,40114.65,399.41,22.12,-0.36,21.94,0,0,594.75
HARV,2004-10-08,39941.52,379.34,23.19,2.96,24.67,0,0,755.29
HARV,2004-10-09,39768.95,315.7,20,6.09,23.045,0,0,940.72
HARV,2004-10-10,39596.96,202.87,16.74,8.85,21.165,0,0,1136.02
HARV,2004-10-11,39425.6,209.7,14.04,6.04,17.06,0,0,937.4
HARV,2004-10-12,39254.9,239.83,15.42,6.04,18.44,0,0,937.59
HARV,2004-10-13,39084.89,358.13,19.49,0.79,19.885,0,0,646.88
HARV,2004-10-14,38915.62,249.52,16.08,0.08,16.119999999999997,6.53,0,614.05
HARV,2004-10-15,38747.13,164.1,12.57,3.84,14.49,24.99,0,803.94
